date	close
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	318
2016-08-21	165
2016-08-21	316
2016-08-21	163
2016-08-21	316
2016-08-21	163
2016-08-21	316
